cateegory,odia_word,desia_word
ଫୁଲ/flowers,କଇଁ , କଇଁ 
ଫୁଲ/flowers,କରବିର , କରିବାର 
ଫୁଲ/flowers,କାମିନୀ , କାମିନୀ 
ଫୁଲ/flowers,କନ୍ଦ , କୁନ୍ଦ 
ଫୁଲ/flowers,କୃଷ୍ଠଚୂଡ଼ା ,  କୃସନ୍ଚୁଡ଼ା 
ଫୁଲ/flowers,କେତକି ,  କେତକୀ 
ଫୁଲ/flowers,ଗେଣ୍ଡା , ମାଣ୍ଡାଫୁଲ 
ଫୁଲ/flowers,ଚମ୍ପା , ଚପାଫୁଲ 
ଫୁଲ/flowers,ଜାଭା , ଜାଉ 
ଫୁଲ/flowers,ଟଗର , କେରାଟ୍‌ 
ଫୁଲ/flowers,ଦୁଦୁରା , ଦୁଦୁରା 
ଫୁଲ/flowers,ପଦ୍ମନ , ପଦୁଅ 
ଫୁଲ/flowers,ମନ୍ଦାର , ମନ୍ଦାର ଫୁଲ୍‌ 
ଫୁଲ/flowers,ମଲ୍ଲି ,  ମଲିଫୁଲ୍‌ 
ଫୁଲ/flowers,ମାଳତୀ , ମାଲତୀ ଫୁଲ 
ଫୁଲ/flowers,ଯୁଇଁ ,  ଜୁଇଫୁଲ 
ଫୁଲ/flowers,ଶେଫାଳି ,  ଖରସାଲି 
ଫୁଲ/flowers,ସୂର୍ଯ୍ୟମୂଖୀ , ସୁରଜ ମୁଖୀ 
ଫୁଲ/flowers,ବଗିଗ୍ନ , ବାଡ଼ 
ଫୁଲ/flowers,ଡାଲିଆ , ଢାଲିଆ 
ଫଳ/fruits,ଫଳ , ଫଲ 
ଫଳ/fruits,କଞ୍ଚାଫଳ ,  କାଚାଫଳ 
ଫଳ/fruits,ତଟକା ଫଳ , ସଜ ତଲ୍‌ବା ଫଲ୍‌ 
ଫଳ/fruits,ପାଚିଲାଫଳ , ପାକଲା ଫଲ 
ଫଳ/fruits,ଫଳରସ ,  ଫଲରସ 
ଫଳ/fruits,ଟାକୁଆ , ଟାକୁ 
ଫଳ/fruits,ଗୋଛା , ଝୁପା 
ଫଳ/fruits,ଆମ୍ଭ , ଆମ୍‌ 
ଫଳ/fruits,ସେଓ ,  ଏପୁଲ 
ଫଳ/fruits,କଦଳୀ ,  କଦଲୀ 
ଫଳ/fruits,ପାଚିଲାକଦଳୀ , ପାକଲା କଦଲୀ 
ଫଳ/fruits,କିସ୍‌ମିସ୍‌ , କିସ୍‌ମିସ୍‌ 
ଫଳ/fruits,କୋଳି ,  କୋଲି 
ଫଳ/fruits,ଗୁଆ , ଗୁଆ 
ଫଳ/fruits,ଡିମିରି , ତୁମୁରୀ 
ଫଳ/fruits,ତରଭୁଜ ,  କର୍ଭୁଜା 
ଫଳ/fruits,ତେନ୍ତୁଳି ,  ତେତ୍ଲି 
ଫଳ/fruits,ପିଜୁଳି , ଜାମ୍‌ 
ଫଳ/fruits,ବାଦାମ ,  ଚେର୍ଚନା 
ଫଳ/fruits,ଲିଚୁ , ଲିଚୁ 
ଫଳ/fruits,କାଜୁବାଦାମ୍‌ , ଭାଲିଆ 
ଫଳ/fruits,କନ୍ଦମୂଳ , ମିଟାକାନ୍ଦା 
ସର୍ବନାମ/pronoun,ମୁଁ , ମୁଇଁ 
ସର୍ବନାମ/pronoun,ଆମେ , ଆମେ 
ସର୍ବନାମ/pronoun,ଆମ୍ଭେମାନେ , ଆମେମନ୍‌ 
ସର୍ବନାମ/pronoun,ତୁ , ତୁଇ 
ସର୍ବନାମ/pronoun,ତୁମ୍ଭେମାନେ , ତମେମନ୍‌ 
ସର୍ବନାମ/pronoun,ସେ , ସେ 
ସର୍ବନାମ/pronoun,ସେମାନେ ,  ସେମନ୍‌ 
ସର୍ବନାମ/pronoun,ଏଏହି/ ଏହା , ଏ/ ଏଟା 
ସର୍ବନାମ/pronoun,ଏହିମାନେ/ଏଗୁଡ଼ିକ୍‌ ଏମନ୍‌ ଏଟାମନ୍‌ , ଏଟାମନ୍‌ କାଇ ଜିନିସ୍‌ ଆୟୀ ?
ସର୍ବନାମ/pronoun,ସେହି/ତାହା , ସେ ସେଟା 
ସର୍ବନାମ/pronoun,ସେହିମାନେ , ସେମନ୍‌ 
ସର୍ବନାମ/pronoun,ସେଗୁଡ଼ିକ , ସେଟାମନ୍‌ 
ସର୍ବନାମ/pronoun,କିଏ ,  କନ୍‌ 
ସର୍ବନାମ/pronoun,କେଉଁମାନେ , କନ୍‌ମନ୍‌ 
ସର୍ବନାମ/pronoun,ୟେ ଯିଏ , ଯନ୍‌ 
ସର୍ବନାମ/pronoun,ଯନମନ୍‌ ,  ଯନ୍ମନ୍‌ 
ସର୍ବନାମ/pronoun,ଏହାଙ୍କର , ଆରଟା/ଏମନର 
ସର୍ବନାମ/pronoun,ଏହାକୁ , ଆକେ 
ସର୍ବନାମ/pronoun,ଏଗୁଡ଼ିକ , ଏଟାମନ୍‌ 
ସର୍ବନାମ/pronoun,ସେମାନଙ୍କୁ , ସେମନ୍‌କେ 
ସର୍ବନାମ/pronoun,ତାକୁ , ତାକେ 
ସର୍ବନାମ/pronoun,ତାଙ୍କୁ ,  ତାକେମନ୍‌କେ 
ସର୍ବନାମ/pronoun,ତୁମକୁ , ତମ୍‌କେ 
ସର୍ବନାମ/pronoun,ତୋତେ ,  ତକେ 
ସର୍ବନାମ/pronoun,ଆମକୁ ,  ଆମ୍‌କେ 
ସର୍ବନାମ/pronoun,ଆମ୍ଭମାନଙ୍କୁ , ଆମମନ୍‌କେ 
ସର୍ବନାମ/pronoun,ମୋତେ ,  ମୋକେ 
ସର୍ବନାମ/pronoun,କେତେକ ,  କେତେକ୍‌ 
ସର୍ବନାମ/pronoun,କେହି ,  କେ/ କେମ୍ନ୍‌ 
ସର୍ବନାମ/pronoun,ଏମାନଙ୍କର , ଏମନ୍‌ର 
ସର୍ବନାମ/pronoun,ତା'ର , ତାଂର୍‌ 
ସର୍ବନାମ/pronoun,ତାଙ୍କର ,  ତାକର 
ସର୍ବନାମ/pronoun,ସେମାନଙ୍କର , ସେମନ୍‌ର 
ସର୍ବନାମ/pronoun,ମୋର , ମର୍‌ଟା 
ସର୍ବନାମ/pronoun,ଆମ୍ଭର , ଆମର୍‌ 
ସର୍ବନାମ/pronoun,ତୁମ୍ଭର ,  ତମର 
ସର୍ବନାମ/pronoun,ଯାହାର , ଯାର 
ସର୍ବନାମ/pronoun,ଯେଉଁମାନଙ୍କର , ଯନ୍‌ମନ୍‌ର 
ସର୍ବନାମ/pronoun,ତା'ର/ ତାହାର , ଏ ସାଇକଲ୍‌ ତାରଟା 
ସର୍ବନାମ/pronoun,କେଉଁମାନଙ୍କର , କନମନ୍‌ର 
ସର୍ବନାମ/pronoun,ମୋ ପାଇଁ ,  ମୋରକାଜେ 
ସର୍ବନାମ/pronoun,ଆମ୍ଭମାନଙ୍କ ପାଇଁ , ଆମର୍‌କାଜେ 
ସର୍ବନାମ/pronoun,ତୋପାଇଁ ,  ତରକାଜେ 
ସର୍ବନାମ/pronoun,ତୁମପାଇଁ ,  ତମରକାଜେ 
ସର୍ବନାମ/pronoun,ତାଙ୍କପାଇଁ ,  ଚାକର କାଜେ 
ସର୍ବନାମ/pronoun,ସେମାନଙ୍କ ପାଇଁ , ସେମନ୍‌ର କାଜେ 
ସର୍ବନାମ/pronoun,ନିଜପାଇଁ ,  ନିଜରକାଜେ 
ବିଶେଷଣ/adjective,ସାବଧାନ ,  ଜାଗରତ୍‌ 
ବିଶେଷଣ/adjective,ସନ୍ଧ୍ୟା , ସଞ୍ଜ 
ବିଶେଷଣ/adjective,ବିଷାକ୍ତ , ବିଷ୍ଅଇବା 
ବିଶେଷଣ/adjective,ଜ୍ଞାନୀ ,  ଜାନିବାଲକ୍‌ 
ବିଶେଷଣ/adjective,ସାର୍ବଜନୀନ , ସବୁଲକ୍‌ର 
ବିଶେଷଣ/adjective,କଳହ ,  ଗେଲ୍ଦନ୍ଦ୍‌ 
ବିଶେଷଣ/adjective,କ୍ଷତି , ନସ୍‌ଟ 
ବିଶେଷଣ/adjective,ହତ୍ଯାକାରୀ , ନରମାରୁ 
ବିଶେଷଣ/adjective,ମନ , ମନ୍‌ 
ବିଶେଷଣ/adjective,କାମଚଳା ,  କାମ୍‌ ଚଲେଇବାଟା 
ବିଶେଷଣ/adjective,ଉଦ୍ୟମ , ଚେର୍‌ଷ୍ଟାକରୁ 
ବିଶେଷଣ/adjective,ଦେବୀ , ଦେବୀ 
ବିଶେଷଣ/adjective,ଦୟାଳୁ , ସେ ବଡ଼େ ଦୟାକରୁ 
ବିଶେଷଣ/adjective,ସଂସାର , ସଂସାର 
ବିଶେଷଣ/adjective,କୂଳ , କୁଲ୍‌ 
ବିଶେଷଣ/adjective,ଜିଜ୍ଞାସା , ଜାନିବାକେ ମନକରୁ 
ବିଶେଷଣ/adjective,ପ୍ରସିହ , ଡାକ୍ଫୁଟା 
ବିଶେଷଣ/adjective,ପ୍ରସନ୍ନ , ସାରଦା 
ବିଶେଷଣ/adjective,ବୁଛିମାନ , ଚତୁର 
ବିଶେଷଣ/adjective,ଗାୟକ , ଗୀତଚ୍‌କୁଡ଼ିଆ 
ବିଶେଷଣ/adjective,ଲୁଣିଆ , ଖରିଆ 
ବିଶେଷଣ/adjective,ଇଚ୍ଛା, ମନକର୍ବା 
ବିଶେଷଣ/adjective,ସୁଦ୍ଦର , ଡଉଲ/ ନିକ 
ବିଶେଷଣ/adjective,ଲୋଭୀ , ଲୁବ୍‌ରା 
ବିଶେଷଣ/adjective,ଦୁର୍ବଳ , କାଇଲା 
ବିଶେଷଣ/adjective,ପତଳା , ସୁକ୍‌ଟା/ପାତାଲା 
ବିଶେଷଣ/adjective,ଅନ୍ଧ , କାନା 
ବିଶେଷଣ/adjective,କାଲ , ଉଇରା 
ବିଶେଷଣ/adjective,ଛୋଟା , ଚଟା 
ବିଶେଷଣ/adjective,ମୂକ , କନ୍ଦା 
ବିଶେଷଣ/adjective,ବଣୁଆ , ବନୁଆ 
ବିଶେଷଣ/adjective,ମୋଟା , ମଟା 
ବିଶେଷଣ/adjective,ସାଧୁ , ସାଦୁ 
ବିଶେଷଣ/adjective,ଥଣ୍ଡା , କାକର 
ବିଶେଷଣ/adjective,ଗରମ , ତପ୍‌ଲା 
ବିଶେଷଣ/adjective,ବଡ଼ , ବଡ଼ଟା 
ବିଶେଷଣ/adjective,ଛୋଟ , ସାନ୍‌ ଚୋଟ୍‌ 
ବିଶେଷଣ/adjective,ଉଜଳ ,  ଉଜଲ୍‌ 
ବିଶେଷଣ/adjective,ମଇଳା ,  କଚ୍ରା 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ଏଠାରେ , ଇତି 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ସେଠାରେ , ସିତି/ ସିଟାନେ 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ନିକଟରେ , ଲଗେ 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ଦୂରରେ ,  ଦୂର୍କେ 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ଆଗରେ ,  ଆଗେ/ଚେମ 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ପଛରେ , ପଟଚେ/ପିଟିବାଟେ 
ସ୍ଥାନବୋଧକ କ୍ରିୟାବିଶେଷଣ/ Place-related Adverb,ପାର୍ଶ୍ଵ , ପାଲି 
କାଳବୋଧକ କ୍ରିୟାବିଶେଷଣ/Time-related Adverb,ବର୍ତମାନ , ଏବେ 
Interrogative particle,କଣ , କିସ୍‌/ କାଇଟା 
Preposition-like particle,ସହିତ , ସଙ୍ଗେ 
ନିପାତ/Particle,କେବଳ ,  ଆବ୍‌କା 
ନିପାତ/Particle,ପର୍ଯ୍ୟନ୍ତ , ଯାକେ 
Negative particle,ନୁହେଁ ,  ନା/ ନାଇ 
ଯୋଗବାଚକ/Conjunction,କିନ୍ତୁ , ମାତର୍‌/ ମିଶା 
Preposition-like particle,ପାଇଁ , ଲାଗି/ ପାଇଁ 
ବିଶେଷଣ/adjective,ଅଳ୍ପ, ଉନା/ କଣ୍ଡେକ୍‌/ ଗୁଡ଼ିକ୍‌ 
comparative adverb,ସେହିପରି/ସେହିଭଳି , ସେନ୍ତାର/ ସେପାରା 
କ୍ରିୟା/verb,ଯିବା , ଜୁ 
କ୍ରିୟା/verb,ଆସିବା , ଆସୁ 
କ୍ରିୟା/verb,ବସିବା , ବସୁ 
କ୍ରିୟା/verb,ଖାଇବା , ଖାଉ 
କ୍ରିୟା/verb,ପିଇବା ,  ଢୁକୁ 
କ୍ରିୟା/verb,ଦେଖ୍‌ବା , ଦେକୁ 
କ୍ରିୟା/verb,ଶୁଣିବା , ଶୁନୁ 
କ୍ରିୟା/verb,ଗରଲିବା , ହିଣ୍ଡୁ 
କ୍ରିୟା/verb,ରାନ୍ଧିବା , ରାନ୍ଦୁ 
କ୍ରିୟା/verb,ଶିଖୁବା , ଶିକୁ 
କ୍ରିୟା/verb,ଗାଇବା , ଗାଉ 
କ୍ରିୟା/verb,ନୃତ୍ଯ କରିବା , ନାଟକରୁ 
କ୍ରିୟା/verb,ଗାଧୋଇବା , ଗାଦାଉ/ ପାନିଦଉ 
କ୍ରିୟା/verb,ଖେଳିବା , ଖେଲୁ 
କ୍ରିୟା/verb,ଡ଼େଇବା , ତ଼ଗାଉ 
କ୍ରିୟା/verb,ଦାନ୍ତ ଘଷିବା , ଦାନ୍ତନ୍‌କରୁ 
କ୍ରିୟା/verb,ଦୌଡିବା , ପାଲାଉ 
କ୍ରିୟା/verb,ପାଣି ମଡ଼ାଇବା , ପାନି ଗ୍ୃପାଉ 
କ୍ରିୟା/verb,ପାଇବା , ମିଲାଉ 
କ୍ରିୟା/verb,ପାଛୁଡ଼ିବା , ପୁନୁ 
କ୍ରିୟା/verb,ହସିବା , ହସୁ 
କ୍ରିୟା/verb,କାନ୍ଦିବା , କାନ୍ଦୁ 
କ୍ରିୟା/verb,କହିବା , କଉ 
କ୍ରିୟା/verb,ଲେଖ୍‌ବା , ଲେକୁ 
କ୍ରିୟା/verb,ଗ୍ରଷ କରିବା , ହଲ୍‌କରୁ 
କ୍ରିୟା/verb,ଶୋଇବା , ଶେଉ 
କ୍ରିୟା/verb,ବିଶ୍ରାମ କରିବା , ତାକି କରିବସୁ 
କ୍ରିୟା/verb,କିଣିବା , ସେନୁ 
କ୍ରିୟା/verb,ଉଭର ଦେବା , ଉତିରକଉ 
କ୍ରିୟା/verb,ଆକ୍ରମଣ କରିବା, ମାରବାତା 
କ୍ରିୟା/verb,ଆଣିବା , ଆନୁ 
କ୍ରିୟା/verb,ଚଢିବା , ଚେଗୁ 
କ୍ରିୟା/verb,କାଟିବା , କାଟୁ 
କ୍ରିୟା/verb,ଲଢେଇ କରିବା , ଲାଗ୍ବା 
କ୍ରିୟା/verb,ଝୁଲାଇବା , ଆଲାଉ 
କ୍ରିୟା/verb,ସାହାଯ୍ଯ କରିବା , ଆସାଦ୍‌କରୁ 
କ୍ରିୟା/verb,ଜାଣିବା , ଜାନୁ 
କ୍ରିୟା/verb,ଦେଖ୍‌ବା , ଦେକ୍ବାଟା 
କ୍ରିୟା/verb,ବ୍ଯବହାର କରିବା , ବାଇବାଟା 
କ୍ରିୟା/verb,ମାନିବା , ମାନ୍‌ବାଟା 
କ୍ରିୟା/verb,ପଢିବା , ପଡୁ 
କ୍ରିୟା/verb,ଖୋଜିବା , ଖଜୁ 
କ୍ରିୟା/verb,ବିକ୍ରିକରିବା , ବିକୁ 
କ୍ରିୟା/verb,ଝାଡ଼ୁ କରିବା , ବାଡାନୁ 
କ୍ରିୟା/verb,ଆରମ୍ଭ କରିବା , ଆରମ୍‌କରୁ 
କ୍ରିୟା/verb,ପଠାଇବା , ପାଟାଉ 
କ୍ରିୟା/verb,ନେବା , ନେଉ 
କ୍ରିୟା/verb,ଇଛାକରିବା , ମନ୍‌ କର୍ବା 
କ୍ରିୟା/verb,ପିନ୍ଧିବା , ଓଡ଼ବା 
କ୍ରିୟା/verb,ଜିତିବା ,  ଜିତିବାଟା 
କ୍ରିୟା/verb,କାମ କରିବା , ପାଇଟିକରୁ 
କ୍ରିୟା/verb,କରିବା , କରୁ 
କ୍ରିୟା/verb,ପଡ଼ିଯିବା ,  ଅଦର୍ବାଟା 
କ୍ରିୟା/verb,ବନ୍ଦକରିବା , ତେବ୍‌ବା 
କ୍ରିୟା/verb,ବୁଣିବା , ବୁନ୍‌ବାଟା 
କ୍ରିୟା/verb,ଖର୍ଚ୍ଚକରିବା , ଖରଚ୍‌କରୁ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଖଣ୍ଡା , ଖାଣ୍ଡା 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,କଟୁରୀ/ ଛୁରୀ , କାଟ୍ରା 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,କାତି , କାତି 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ତୀର , କାଣ୍ଡ/ ଶର 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଠେଙ୍ଗା , ଠେଙ୍କ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ବନ୍ଧୁକ , ନଲୀ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଧନୁ , ଧନୁ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଟାଙ୍ଗିଆ , ଟେଙ୍ଗିଆ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଚାବୁକ୍‌ , କର୍ଡ଼ା 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଦାଆ , ଇଲା 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ବାଡ଼ି , ଡାଙ୍ଗ 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ଲମ୍ଭାବାଉଶ , ଲାଟି 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ପନିକି , ପନ୍କି 
ଅସ୍ତ୍ରଶସ୍ତ୍ର/weapons&armaments,ପରଶୁ , ପର୍ଶୁଟାଙ୍କି 
ପଶୁ/animals,ଜନ୍ତୁ , ଜତୁ/ ପଶୁ/ ଜିଆଦ୍‌ 
ପଶୁ/animals,ପଶୁ , କୁକୁର 
ପଶୁ/animals,ବଣୁଆପଶୁ , ବନପଶୁ 
ପଶୁ/animals,ଗୃହପାଳିତ ପଶୁ , ଘରେ ପଶବା ପଶୁ 
ପଶୁ/animals,ଚତୁଷ୍ଵଦ , ଚାରଟା ଗୋଡ଼ ରେବାଟା 
ପଶୁ/animals,ଦ୍ବିପଦ ପ୍ରାଣୀ , ଦୁଇଟା ଗୋଡ଼ ରେବାଟା 
ପଶୁ/animals,ତୃଣଭୋଜୀ , ଘାସଖାଉ 
ପଶୁ/animals,ମାଂସାଶୀ , ମାଉସ୍‌ଖାଉ 
ପଶୁ/animals,ଜଳଚର , ପାନି ଭିତରେ ରେବାଟା 
ପଶୁ/animals,ସ୍କଳଚର , ମାଟି ଉପରେ ରେବାଟା 
ପଶୁ/animals,ଅଖି , ଆଖି 
ପଶୁ/animals,କାନ , କାନ 
ପଶୁ/animals,ଶିଙ୍ଗ , ଶିଙ୍ଗ 
ପଶୁ/animals,ଲାଞ୍ଜ , ଲେଞ୍ଜ 
ପଶୁ/animals,ଗୋଡ଼ , ଗୋଡ଼ 
ପଶୁ/animals,ଖୁରା , ଖୁରା 
ପଶୁ/animals,ପଦ୍ମା , ଦୂଦ୍‌ 
ପଶୁ/animals,ଚମଡ଼ା , ଗମ୍‌ 
ପଶୁ/animals,ଥୋମଣି , ଥମନା 
ପଶୁ/animals,ଗୁହାଳ , ଗରୁଶାଲ୍‌ 
ପଶୁ/animals,ଘୋଡ଼ାଶାଳ , ଘୋଡ଼ା ଶାଲ୍‌ 
ପଶୁ/animals,ଲୋମ , ରୁମ୍‌ 
ପଶୁ/animals,ପଘା ,  ଡର୍‌ 
ପଶୁ/animals,କୁଣ୍ଡା , କଣ୍ଡା 
ପଶୁ/animals,ଘାସ , ଘାସ୍‌ 
ପଶୁ/animals,ହାତୀଦାନ୍ତ , ହାତୀଦାତ୍‌ 
ପଶୁ/animals,କୁକୁର ଛୁଆ , କୁକୁର ପିଲା 
ପଶୁ/animals,ଘୋଡ଼ାଛୁଆ , ଘୋଡ଼ାପିଲା 
ପଶୁ/animals,ଛେଳିଛୁଆ , ଛେଲିପିଲା 
ପଶୁ/animals,ଠେକୁଆଛୁଆ , ଖାଡ଼ା ପିଲା 
ପଶୁ/animals,ବିରାଡ଼ିଛୁଆ , ବଦିଲେଇପିଲା 
ପଶୁ/animals,ହରିଣଛୁଆ , ସମର ପିଲା 
ପଶୁ/animals,ବାଛୁରୀ , ବାଚୀ 
ପଶୁ/animals,ଓଟ , ଉଟ୍‌ 
ପଶୁ/animals,ମୃଗ , ସମର୍‌ 
ପଶୁ/animals,କଲରା ପତ୍ରିଆ , କାର୍ଲା ପତ୍ରିଆ 
ପଶୁ/animals,କୋକିଶିଆଳ , କଲିଆ 
ପଶୁ/animals,ଗଧ , ଗଦ 
ପଶୁ/animals,ଗୟଳ , ଗଇଲ୍‌ 
ପଶୁ/animals,ଗାଭ , ଗାୟ 
ପଶୁ/animals,ଗଧ୍‌ଆ , ଗଦ୍‌ ତୂରକା 
ପଶୁ/animals,ଘୁଷୁରୀ , ଘୁଷରୀ 
ପଶୁ/animals,ଘୋଡ଼ା , ଘୋଡ଼ା 
ପଶୁ/animals,ଚିତାବାଘ ,  ଚିତାବାଘ୍‌ 
ପଶୁ/animals,ଚୂଟୁନ୍ଦ୍ର , ଚୁଝୁନ୍ଦର 
ପଶୁ/animals,ଚୁଟିଆମୃୂଷା , ଚୁଟିଆ ମୃଷା 
ପଶୁ/animals,ଛଡ଼ା , ବାଛି 
ପଶୁ/animals,ଝିଙ୍କ , ସାଇ 
ପଶୁ/animals,ଠେକୁଆ , ଖାଡ଼ା 
ପଶୁ/animals,ନେଉଳ , ଟିଲୁମୃଷା 
ପଶୁ/animals,ବଳଦ ,  ଦଲଦ 
ପଶୁ/animals,ବଡ଼ମୃଷା , ବଡ଼ମୃଷା 
ପଶୁ/animals,ବାନର , ହନୁ 
ପଶୁ/animals,ବଣମଣିଷ , ବନ୍‌ ନର 
ପଶୁ/animals,ବାଘ , ବାଘ୍‌ 
ପଶୁ/animals,ବାଘୁଣି , ବାଘନି 
ପଶୁ/animals,ଭାଲୁ , ବାଲୁ 
ପଶୁ/animals,ମେଣ୍ଢା , ମେଣ୍ଡା 
ପଶୁ/animals,ମେଣ୍ଟୀ , ମେଣ୍ଡୀ 
ପଶୁ/animals,ମଇଁଷି , ମଇଁଷି 
ପଶୁ/animals,ସମ୍ଭର ,  ସମର୍‌ 
ପଶୁ/animals, ଷଣ୍ଢ , ଷଣ୍ଢ 
ପକ୍ଷୀ/birds,ଓଟପକ୍ଷୀ , ଉଟଚେଡ଼େ 
ପକ୍ଷୀ/birds,କପୋତ , ପାଣ୍ଡକା 
ପକ୍ଷୀ/birds,କାଉ , କାଉ 
ପକ୍ଷୀ/birds,କାଠହଣା , ଗଛକାଟୁ 
ପକ୍ଷୀ/birds,କୁକୁଡ଼ା , କୁକୁଡ଼ା 
ପକ୍ଷୀ/birds,ମାଭ କୁକୁଡ଼ା , ପେଟି 
ପକ୍ଷୀ/birds,କୋଇଲି ,  କୁମାଟି 
ପକ୍ଷୀ/birds,ଗୁଣ୍ଡୁଚୀ , ଗୁଣ୍ଡଚୀ 
ପକ୍ଷୀ/birds,ଘରଚଟିଆ , ଘର ଚେତେ 
ପକ୍ଷୀ/birds,ଚିଲ , ଗୀଦ୍‌ 
ପକ୍ଷୀ/birds,ଛଞ୍ଚାଣ , ଛାଞ୍ଚାଣ 
ପକ୍ଷୀ/birds,ହରଡଚତେଇ , ଅରଡଚତେଇ 
ପକ୍ଷୀ/birds,ହଂସ , ହସ୍‌ 
ପକ୍ଷୀ/birds,ପେଚା , କୁମା 
ପକ୍ଷୀ/birds,ବଗ , କକେଡ଼ା 
ପକ୍ଷୀ/birds,ବଣି , ରାମ 
ପକ୍ଷୀ/birds,ବାଦୁଡ଼ି ,  ଗାଦ୍ଲା 
ପକ୍ଷୀ/birds,ମୟୂର , ମଜୁର୍‌ 
ପକ୍ଷୀ/birds,ମାଛରଂକା , ପାନିହସ୍‌ 
ପକ୍ଷୀ/birds,ରାଜହଂସ , ରାଜ୍‌ହସ୍‌ 
ପକ୍ଷୀ/birds,ଶୁଆ , ଶୁଆ 
ପକ୍ଷୀ/birds,ହଳଦୀ ବସନ୍ତ , ହଲଦି ବସନ୍ତ 
ପକ୍ଷୀ/birds,ଅଣ୍ଡା , ଗାର 
ପକ୍ଷୀ/birds,ଥଣ୍ଟ , ଚଣି 
ପକ୍ଷୀ/birds,ପର , ପକ୍ଷୀ 
ପକ୍ଷୀ/birds,ବସା , ବସା 
ପକ୍ଷୀ/birds,ମୟୂର ,  ମଜୁର 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ମୁଣ୍ଡଗଣ୍ଡି , ମୁଣ୍ଡଗଣ୍ଡି 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ମୁହଁ , ମୁଁ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ପାଟି , ଟଣ୍ଡ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଆଖ୍‌ , ଆକି 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଆଖୁପତା ,  ଆକିପତା 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଦାନ୍ତ ,  ଦାତ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଜିଭ ,  ଜିବ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,କପାଳ ,  କପାଲ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଖପୁରୀ ,  କିପ୍ରୀ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ମସ୍ତିସ୍କ , ମତିସ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଗାଲ , ଗାଲ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ବାଳ ,  ବାଲ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଗଳା , ଗାଲା 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ବେକ , ଟଟ୍ରା 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଛାତି , ଛାତି 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ଫୁସ୍‌ପୁସ୍‌ , କଲିଜା 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ପ୍ଲିହା , ଗୁଣ୍ଡିଆ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ପେଟ , ପେଟ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,କାନ୍ଧ , କାନ୍ଦ୍‌ 
ଅଂଗପ୍ରତ୍ୟଙ୍ଗ/body parts,ବାହୁ , ଡ଼େନା 
